doubt_id	oewn_id	pos	primary_lemma	gloss	chosen_class	chosen_reason	alternative_class	alternative_reason	class_distance	doubt_category	method	priority_score	downstream_count	decision	decision_comment
D-000107	oewn-00549233-v	v	come back	be restored	dul:Event	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000108	oewn-02731335-v	v	come in handy	be useful for a certain purpose	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000109	oewn-00361861-v	v	come to life	be born or come into existence	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000110	oewn-00424383-v	v	come to light	be revealed or disclosed	dul:Event	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000111	oewn-00610906-v	v	come to mind	be remembered	dul:Event	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000112	oewn-00753893-v	v	command	be in command of	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000113	oewn-02629050-v	v	complect	be interwoven or interconnected	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000114	oewn-02684248-v	v	concern	be on the mind of	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	5.2	3		
D-000115	oewn-00553083-v	v	concretize	become specific	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000116	oewn-00366300-v	v	condense	become more compact or concentrated	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000117	oewn-02673287-v	v	conflict	be in conflict	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000118	oewn-00623406-v	v	confuse	be confusing or perplexing to; cause to be unable to think clearly	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	7.2	8		
D-000119	oewn-02753278-v	v	connect	be scheduled so as to provide continuing service, as in transportation	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000120	oewn-00305203-v	v	constrict	become tight or as if tight	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000121	oewn-00244458-v	v	consubstantiate	become united in substance	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000122	oewn-02753162-v	v	contain	be divisible by	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000123	oewn-00087488-v	v	contract	be stricken by an illness, fall victim to an illness	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000124	oewn-02561616-v	v	contribute	be conducive to	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000125	oewn-00032290-v	v	convulse	be overcome with laughter	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000126	oewn-00274762-v	v	corrode	become destroyed by water, air, or a corrosive such as an acid	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000127	oewn-01151046-v	v	cover	be responsible for guarding an opponent in a game	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000128	oewn-02315654-v	v	cover	be sufficient to meet, defray, or offset the charge or cost of	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000129	oewn-00337070-v	v	crack	become fractured; break or crack on the surface only	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	5.6	4		
D-000130	oewn-00486822-v	v	crown	be the culminating event	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000131	oewn-00560467-v	v	crush	become injured, broken, or distorted by pressure	dul:Event	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000132	oewn-00313162-v	v	darken	become dark or darker	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	5.2	3		
D-000133	oewn-00529916-v	v	dawn	become light	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000134	oewn-00552287-v	v	deepen	become deeper in tone	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000135	oewn-01130221-v	v	defend	be on the defensive; act against an attack	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	16.0	30		
D-000136	oewn-00478596-v	v	deform	become misshapen	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000137	oewn-02539573-v	v	democratize	become (more) democratic; of nations	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000138	oewn-02670312-v	v	depend	be contingent upon (something that is elided)	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000139	oewn-02669926-v	v	depend on	be dependent on, as for support or maintenance	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000140	oewn-02717862-v	v	depend on	be contingent on	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000141	oewn-02652462-v	v	deserve	be worthy or deserving	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000142	oewn-00208905-v	v	deteriorate	become worse or disintegrate	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	5.6	4		
D-000143	oewn-00506798-v	v	devitrify	become crystalline	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000144	oewn-00428636-v	v	die out	become extinct	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000145	oewn-00118882-v	v	differentiate	become distinct and acquire a different character	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000146	oewn-00119332-v	v	differentiate	become different during development	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000147	oewn-00482486-v	v	digest	become assimilated into the body	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000148	oewn-00314386-v	v	dim	become dim or lusterless	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000149	oewn-00806464-v	v	disagree	be of different opinions	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	7.6	9		
D-000150	oewn-00160820-v	v	dissimilate	become dissimilar by changing the sound qualities	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000151	oewn-02139793-v	v	dissonate	be dissonant or harsh	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000152	oewn-00653662-v	v	distinguish	be a distinctive feature, attribute, or trait; sometimes in a very positive sense	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	5.2	3		
D-000153	oewn-02653015-v	v	dominate	be in control	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000154	oewn-02703452-v	v	dote	be foolish or senile due to old age	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000155	oewn-00572467-v	v	drift	be piled up in banks or heaps by the force of wind or a current	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000156	oewn-00739010-v	v	drink in	be fascinated or spell-bound by; pay close attention to	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000157	oewn-02110088-v	v	drown	be in danger of dying from submersion in a liquid and asphyxiation	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000158	oewn-00016373-v	v	drowse	be on the verge of sleeping	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000159	oewn-00219829-v	v	dry	become dry or drier	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000160	oewn-00392673-v	v	dull	become dull or lusterless in appearance; lose shine or brightness	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000161	oewn-00313357-v	v	dusk	become dusk	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000162	oewn-00268567-v	v	dwindle	become smaller or lose substance	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000163	oewn-00156293-v	v	ease up	become less intense	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000164	oewn-00256158-v	v	effloresce	become encrusted with crystals due to evaporation	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000165	oewn-02729107-v	v	elude	be incomprehensible to; escape understanding by	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000166	oewn-00449635-v	v	empty	become empty or void of its content	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000167	oewn-00157652-v	v	enlarge	become larger or bigger	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000168	oewn-01831006-v	v	envy	be envious of; set one's heart on	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000169	oewn-02677976-v	v	equal	be equal to in quality or ability	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000170	oewn-00308350-v	v	erupt	become active and spew forth lava and rocks	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000171	oewn-00309856-v	v	erupt	become raw or open	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000172	oewn-00417805-v	v	even	become even or more even	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000173	oewn-02729608-v	v	exemplify	be typical of	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000174	oewn-00258155-v	v	expand	become larger in size or volume or quantity	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	7.2	8		
D-000175	oewn-02132979-v	v	eyewitness	be present at an event and see it with one's own eyes	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000176	oewn-02329897-v	v	factor	be a contributing factor	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000177	oewn-02323383-v	v	fail	become bankrupt or insolvent; fail financially and close	dul:State	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000178	oewn-00361331-v	v	fall	be born, used chiefly of lambs	dul:Process	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000179	oewn-02234332-v	v	fall	be inherited by	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.4	1		
D-000180	oewn-02746079-v	v	falter	be unsure or weak	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000181	oewn-01346574-v	v	fasten	become fixed or fastened	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:Achievement	Phase 3.5 rules R1: R1=gloss_starts_'become'	1	C1_rule_conflict	phase3_propagated_from_hypernym	5.6	4		
D-000182	oewn-01784021-v	v	fear	be afraid or scared of; be frightened of	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000183	oewn-01784387-v	v	fear	be sorry; used to introduce an unpleasant statement	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000184	oewn-01784548-v	v	fear	be afraid or feel anxious or apprehensive about a possible or probable situation or event	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000185	oewn-01205854-v	v	feed on	be sustained by	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
D-000186	oewn-00105712-v	v	feel	be conscious of a physical, mental, or emotional state	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.8	2		
D-000187	oewn-00105971-v	v	feel like a million	be in excellent health and spirits	dul:Action	Phase 3 tier: propagated_from_hypernym	dul:State	Phase 3.5 rules R1: R1=gloss_starts_'be'	1	C1_rule_conflict	phase3_propagated_from_hypernym	4.0	0		
