oewn_id	dulplus_class	tier	provenance	primary_lemma	all_lemmas	gloss	hypernyms
oewn-00035082-v	dul:Action	propagated_from_hypernym	from oewn-00005815-v[propagated_from_hypernym]	clear the throat	clear the throat|hawk	clear mucus or food from one's throat	oewn-00005815-v
oewn-00035252-v	dul:Action	propagated_from_hypernym	from oewn-00035596-v[tier1_derivation]	shower	shower	take a shower; wash one's body in the shower	oewn-00035596-v
oewn-00035441-v	dul:Action	propagated_from_hypernym	from oewn-00035596-v[tier1_derivation]	foment	foment	bathe with warm water or medicated lotions	oewn-00035596-v
oewn-00035596-v	dul:Action	tier1_derivation	deriv→oewn-00256081-n(marker='the act of')	bathe	bathe	cleanse the entire body	oewn-00035769-v
oewn-00035769-v	dul:Action	tier1_derivation	deriv→oewn-00251880-n(marker='the act of')|deriv→oewn-00251880-n(marker='the act of')	cleanse	cleanse|clean	clean one's body or parts thereof, as by washing	oewn-00040084-v
oewn-00036171-v	dul:Action	propagated_from_hypernym	from oewn-00035769-v[tier1_derivation]	wash	wash	to cleanse (itself or another animal) by licking	oewn-00035769-v
oewn-00036355-v	dul:Action	propagated_from_hypernym	from oewn-00035769-v[tier1_derivation]	wash	wash|lave	cleanse (one's body) with soap and water	oewn-00035769-v
oewn-00036678-v	dul:Action	propagated_from_hypernym	from oewn-00036355-v[propagated_from_hypernym]	sponge down	sponge down	wash with a sponge	oewn-00036355-v
oewn-00036773-v	dul:Action	tier1_derivation	deriv→oewn-00252647-n(marker='the act of')	scrub	scrub|scrub up	wash thoroughly	oewn-00036355-v
oewn-00036925-v	dul:Action	propagated_from_hypernym	from oewn-00035769-v[tier1_derivation]	soap	soap|lather	rub soap all over, usually with the purpose of cleaning	oewn-00035769-v
oewn-00037131-v	dul:Action	propagated_from_hypernym	from oewn-00036355-v[propagated_from_hypernym]	gargle	gargle|rinse	rinse one's mouth and throat with mouthwash	oewn-00036355-v
oewn-00037291-v	dul:Action	tier1_derivation	deriv→oewn-00255636-n(marker='the act of')|deriv→oewn-00255636-n(marker='the act of')	shave	shave	remove body hair with a razor	oewn-00040084-v
oewn-00037507-v	dul:Action	tier1_derivation	deriv→oewn-00255464-n(marker='the act of')	epilate	epilate|depilate	remove body hair	oewn-00173351-v
oewn-00037673-v	dul:Action	propagated_from_hypernym	from oewn-00037291-v[tier1_derivation]	razor	razor	shave with a razor	oewn-00037291-v
oewn-00037772-v	dul:Action	propagated_from_hypernym	from oewn-00037291-v[tier1_derivation]	tonsure	tonsure	shave the head of a newly inducted monk	oewn-00037291-v
oewn-00037912-v	dul:Action	propagated_from_hypernym	from oewn-00035769-v[tier1_derivation]	douche	douche	direct a spray of water into a bodily cavity, for cleaning	oewn-00035769-v
oewn-00038078-v	dul:Action	tier1_derivation	deriv→oewn-00257613-n(marker='the act of')|deriv→oewn-00257828-n(marker='the act of')|deriv→oewn-00257613-n(marker='the act of')	comb	comb|comb out|disentangle	smoothen and neaten with or as with a comb	oewn-00040084-v
oewn-00038400-v	dul:Action	propagated_from_hypernym	from oewn-00038078-v[tier1_derivation]	slick	slick|slick down|sleek down	give a smooth and glossy appearance	oewn-00038078-v
oewn-00038562-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	dress	dress|arrange|set|do|coif|coiffe|coiffure	arrange attractively	oewn-00040084-v
oewn-00038834-v	dul:Action	propagated_from_hypernym	from oewn-00038562-v[propagated_from_hypernym]	bob	bob	cut hair in the style of a bob	oewn-00038562-v
oewn-00038980-v	dul:Action	propagated_from_hypernym	from oewn-01670789-v[propagated_from_hypernym]	pompadour	pompadour	style women's hair in a pompadour	oewn-01670789-v
oewn-00039098-v	dul:Action	propagated_from_hypernym	from oewn-00039201-v[propagated_from_hypernym]	marcel	marcel	make a marcel in a woman's hair	oewn-00039201-v
oewn-00039201-v	dul:Action	propagated_from_hypernym	from oewn-00038562-v[propagated_from_hypernym]	wave	wave	set waves in	oewn-00038562-v
oewn-00039393-v	dul:Action	propagated_from_hypernym	from oewn-00039201-v[propagated_from_hypernym]	gauffer	gauffer|goffer	make wavy with a heated goffering iron	oewn-00039201-v
oewn-00039537-v	dul:Action	propagated_from_hypernym	from oewn-00039201-v[propagated_from_hypernym]	perm	perm	give a permanent wave to	oewn-00039201-v
oewn-00039663-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	mousse	mousse|gel	apply a styling gel to	oewn-00040084-v
oewn-00039815-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	pomade	pomade	apply pomade to (hair)	oewn-00040084-v
oewn-00039919-v	dul:Action	tier1_derivation	deriv→oewn-00257828-n(marker='the act of')	tease	tease|fluff	ruffle (one's hair) by combing the ends towards the scalp, for a full effect	oewn-00038078-v
oewn-00040084-v	dul:Action	tier1_derivation	deriv→oewn-00829898-n(marker='the activity of')	groom	groom|neaten	care for one's external appearance	oewn-00293903-v
oewn-00040497-v	dul:Action	tier1_derivation	deriv→oewn-00251880-n(marker='the act of')	clean up	clean up	make oneself clean, presentable or neat	oewn-00040084-v
oewn-00040659-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	make up	make up	apply make-up or cosmetics to one's face to appear prettier	oewn-00040084-v
oewn-00040937-v	dul:Action	propagated_from_hypernym	from oewn-00040659-v[propagated_from_hypernym]	highlight	highlight	apply a highlighter to one's cheeks or eyebrows in order to make them more prominent	oewn-00040659-v
oewn-00041148-v	dul:Action	propagated_from_hypernym	from oewn-00040659-v[propagated_from_hypernym]	lipstick	lipstick	apply lipstick to	oewn-00040659-v
oewn-00041285-v	dul:Action	propagated_from_hypernym	from oewn-00040659-v[propagated_from_hypernym]	rouge	rouge	redden by applying rouge to	oewn-00040659-v
oewn-00041418-v	dul:Action	propagated_from_hypernym	from oewn-00041748-v[tier1_derivation]	condition	condition	apply conditioner to in order to make smooth and shiny	oewn-00041748-v
oewn-00041597-v	dul:Action	propagated_from_hypernym	from oewn-00035769-v[tier1_derivation]	floss	floss	use dental floss to clean	oewn-00035769-v
oewn-00041748-v	dul:Action	tier1_derivation	deriv→oewn-00257982-n(marker='the act of')	shampoo	shampoo	use shampoo on (hair)	oewn-00036355-v
oewn-00041904-v	dul:Action	propagated_from_hypernym	from oewn-00040659-v[propagated_from_hypernym]	powder	powder	apply powder to	oewn-00040659-v
oewn-00042095-v	dul:Action	propagated_from_hypernym	from oewn-00041904-v[propagated_from_hypernym]	talc	talc	apply talcum powder to (one's body)	oewn-00041904-v
oewn-00042210-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	manicure	manicure	care for (one's hand) by cutting and shaping the nails, etc.	oewn-00040084-v
oewn-00042372-v	dul:Action	propagated_from_hypernym	from oewn-01555301-v[tier1_derivation]	manicure	manicure	trim carefully and neatly	oewn-01555301-v
oewn-00042523-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	barber	barber	perform the services of a barber: cut the hair and/or beard of	oewn-00040084-v
oewn-00042667-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	pedicure	pedicure	care for one's feet by cutting and shaping the nails, etc.	oewn-00040084-v
oewn-00042809-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	doll up	doll up|do up|pretty up|glam up	use special care in dressing, making-up, etc.	oewn-00040084-v
oewn-00043009-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	spruce up	spruce up|spruce|slick up|smarten up	dress and groom with particular care, as for a special occasion	oewn-00040084-v
oewn-00043211-v	dul:Action	propagated_from_hypernym	from oewn-00040084-v[tier1_derivation]	perfume	perfume|scent	apply perfume to	oewn-00040084-v
oewn-00043414-v	dul:Action	propagated_from_hypernym	from oewn-00043880-v[propagated_from_hypernym]	preen	preen|primp|plume|dress	dress or groom with elaborate care	oewn-00043880-v
oewn-00043643-v	dul:Action	propagated_from_hypernym	from oewn-00043880-v[propagated_from_hypernym]	prank	prank	dress up showily	oewn-00043880-v
oewn-00043768-v	dul:Action	propagated_from_hypernym	from oewn-00043880-v[propagated_from_hypernym]	tart up	tart up	dress up in a cheap and provocative way	oewn-00043880-v
oewn-00043880-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	overdress	overdress|dress up|fig out|fig up|deck up|gussy up|fancy up|trick up|deck out|trick out|prink|attire|get up|rig out|tog up|tog out	put on special clothes to appear particularly appealing and attractive	oewn-00046251-v
oewn-00044528-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	dress	dress|dress up	dress in a certain manner	oewn-00046251-v
oewn-00044795-v	dul:Action	propagated_from_hypernym	from oewn-00043880-v[propagated_from_hypernym]	enrobe	enrobe	adorn with a robe	oewn-00043880-v
oewn-00044876-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	prim	prim|prim up|prim out	dress primly	oewn-00047662-v
oewn-00044971-v	dul:Action	propagated_from_hypernym	from oewn-00043880-v[propagated_from_hypernym]	bedizen	bedizen|dizen	dress up garishly and tastelessly	oewn-00043880-v
oewn-00045077-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	dress down	dress down|underdress	dress informally and casually	oewn-00046251-v
oewn-00045263-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	prink	prink	dress very carefully and in a finicky manner	oewn-00046251-v
oewn-00045370-v	dul:Action	propagated_from_hypernym	from oewn-00293903-v[tier1_derivation]	dress	dress|groom|curry	give a neat appearance to	oewn-00293903-v
oewn-00045548-v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	reduce	reduce|melt off|slim|slenderize|thin|slim down	take off weight	oewn-00145958-v
oewn-00045739-v	dul:State	propagated_from_hypernym	from oewn-00045548-v[propagated_from_hypernym]	sweat off	sweat off	lose weight by sweating	oewn-00045548-v
oewn-00045868-v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	gain	gain|put on	increase (one's body weight)	oewn-00145958-v
oewn-00046099-v	dul:State	propagated_from_hypernym	from oewn-00045868-v[propagated_from_hypernym]	round	round|flesh out|fill out	become round, plump, or shapely	oewn-00045868-v
oewn-00046251-v	dul:Action	tier1_derivation	deriv→oewn-00829898-n(marker='the activity of')	dress	dress|get dressed	put on clothes	oewn-00109468-v
oewn-00046749-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	bundle up	bundle up	dress warmly	oewn-00046251-v
oewn-00046889-v	dul:Action	propagated_from_hypernym	from oewn-00050369-v[propagated_from_hypernym]	hat	hat	put on or wear a hat	oewn-00050369-v
oewn-00047034-v	dul:Action	propagated_from_hypernym	from oewn-00050369-v[propagated_from_hypernym]	try on	try on|try	put on a garment in order to see whether it fits and looks nice	oewn-00050369-v
oewn-00047228-v	dul:Action	propagated_from_hypernym	from oewn-00046889-v[propagated_from_hypernym]	bonnet	bonnet	dress in a bonnet	oewn-00046889-v
oewn-00047327-v	dul:State	propagated_from_hypernym	from oewn-02636270-v[tier2_indirect]	wear	wear	have or show an appearance of	oewn-02636270-v
oewn-00047462-v	dul:Action	tier1_derivation	deriv→oewn-00831918-n(marker='the act of')|deriv→oewn-00831918-n(marker='the act of')	wear	wear|bear	have on one's person	oewn-02636270-v
oewn-00047662-v	dul:Action	tier1_derivation	deriv→oewn-00829898-n(marker='the activity of')	dress	dress|clothe|enclothe|garb|raiment|tog|garment|habilitate|fit out|apparel	provide with clothes or put clothes on	oewn-00145958-v
oewn-00048350-v	dul:Action	tier1_derivation	deriv→oewn-00829743-n(marker='the act of')	cover	cover|wrap up	clothe, as if for protection from the elements	oewn-00047662-v
oewn-00048507-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	jacket	jacket	put a jacket on	oewn-00047662-v
oewn-00048629-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	frock	frock	put a frock on	oewn-00047662-v
oewn-00048724-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	shirt	shirt	put a shirt on	oewn-00047662-v
oewn-00048819-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	habit	habit	put a habit on	oewn-00047662-v
oewn-00048914-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	vesture	vesture	provide or cover with a cloak	oewn-00047662-v
oewn-00049026-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	overdress	overdress|overclothe	dress too warmly	oewn-00047662-v
oewn-00049200-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	underdress	underdress	dress without sufficient warmth	oewn-00047662-v
oewn-00049386-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	corset	corset	dress with a corset	oewn-00047662-v
oewn-00049487-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	shoe	shoe	furnish with shoes	oewn-00047662-v
oewn-00049617-v	dul:Action	tier2_indirect	peer=oewn-00047662-v(dul:Action)|peer=oewn-00046251-v(dul:Action)	undress	undress|discase|uncase|unclothe|strip|strip down|disrobe|peel	get undressed	oewn-00173351-v
oewn-00050032-v	dul:Action	propagated_from_hypernym	from oewn-00050171-v[propagated_from_hypernym]	peel off	peel off	take off, as with some difficulty	oewn-00050171-v
oewn-00050171-v	dul:Action	propagated_from_hypernym	from oewn-00049617-v[tier2_indirect]	take off	take off	remove clothes or shoes	oewn-00049617-v
oewn-00050369-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	wear	wear|put on|get into|don|assume	put clothing on one's body	oewn-00046251-v
oewn-00050777-v	dul:Action	propagated_from_hypernym	from oewn-00050369-v[propagated_from_hypernym]	scarf	scarf	wrap in or adorn with a scarf	oewn-00050369-v
oewn-00050887-v	dul:Action	propagated_from_hypernym	from oewn-00050369-v[propagated_from_hypernym]	slip on	slip on	put on with ease or speed	oewn-00050369-v
oewn-00051087-v	dul:Action	propagated_from_hypernym	from oewn-00050171-v[propagated_from_hypernym]	slip off	slip off	take off with ease or speed	oewn-00050171-v
oewn-00051228-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	coat	coat	cover or provide with a coat	oewn-00047662-v
oewn-00051354-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	cross-dress	cross-dress	dress in the clothes of the other sex	oewn-00046251-v
oewn-00051478-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	costume	costume|dress up	dress in a costume	oewn-00047662-v
oewn-00051659-v	dul:Action	propagated_from_hypernym	from oewn-00046251-v[tier1_derivation]	dandify	dandify	dress like a dandy	oewn-00046251-v
oewn-00051760-v	dul:Action	propagated_from_hypernym	from oewn-00047662-v[tier1_derivation]	vest	vest|robe	clothe formally; especially in ecclesiastical robes	oewn-00047662-v
oewn-00051970-v	dul:Action	propagated_from_hypernym	from oewn-00044528-v[propagated_from_hypernym]	vest	vest	clothe oneself in ecclesiastical garments	oewn-00044528-v
oewn-00052091-v	dul:State	tier3_gloss_starts_be	gloss	wear	wear|have on	be dressed in	oewn-02208144-v
oewn-00052265-v	dul:Action	propagated_from_hypernym	from oewn-00126072-v[tier1_derivation]	inseminate	inseminate|fecundate|fertilize|fertilise	introduce semen into (a female)	oewn-00126072-v
oewn-00052562-v	dul:Action	propagated_from_hypernym	from oewn-00052265-v[propagated_from_hypernym]	stratify	stratify	render fertile and preserve by placing between layers of earth or sand	oewn-00052265-v
oewn-00052752-v	dul:State	propagated_from_hypernym	from oewn-01835473-v[propagated_from_hypernym]	quicken	quicken	show signs of life	oewn-01835473-v
oewn-00052876-v	dul:Action	propagated_from_hypernym	from oewn-00052265-v[propagated_from_hypernym]	impregnate	impregnate|knock up|bang up|prang up	make pregnant	oewn-00052265-v
oewn-00053058-v	dul:Action	propagated_from_hypernym	from oewn-00052265-v[propagated_from_hypernym]	impregnate	impregnate	fertilize and cause to grow	oewn-00052265-v
