oewn_id	pos	dulplus_class	rule	rationale	primary_lemma	all_lemmas	gloss	pertainym_lemmas
oewn-00021214-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	never	never|ne'er	not at all; certainly not; not in any circumstances; not ever; at no time in the past or future	
oewn-00021440-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unaccommodating	unaccommodating|unobliging	not accommodating	
oewn-00021629-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021440-a	disobliging	disobliging|uncooperative	intentionally unaccommodating	
oewn-00021667-r	r	dul:Region	R7_adv_default	adverb default (quality region)	occasionally	occasionally|on occasion|once in a while|now and then|now and again|at times|from time to time	sporadically and infrequently	occasional
oewn-00021803-a	a	dul:Quality	A5_adj_head_default	adj.all head default	accurate	accurate	conforming exactly or almost exactly to fact or to a standard or performing with total accuracy	
oewn-00022156-r	r	dul:Region	R7_adv_default	adverb default (quality region)	sometime	sometime	at some indefinite or unstated time	
oewn-00022256-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021803-a	close	close|faithful	marked by fidelity to an original	
oewn-00022332-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	sometimes	sometimes	on certain occasions or in certain cases but not always	
oewn-00022474-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021803-a	dead-on	dead-on	accurate and to the point	
oewn-00022585-r	r	dul:Region	R4_adv_frequency	frequency marker in gloss	equally	equally|as|every bit	to the same degree (often followed by ‘as’)	equal
oewn-00022717-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021803-a	high-fidelity	high-fidelity|hi-fi	characterized by minimal distortion in sound reproduction	
oewn-00022855-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	long ago	long ago|long since|lang syne|langsyne	of the distant or comparatively distant past	
oewn-00022889-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021803-a	surgical	surgical	performed with great precision	
oewn-00022999-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021803-a	straight	straight	in keeping with the facts	
oewn-00023157-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021803-a	true	true|dead on target	accurately placed or thrown	
oewn-00023171-r	r	dul:Region	R5_adv_degree	degree/intensity marker in gloss	pretty much	pretty much	to some degree	
oewn-00023283-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	much	much|practically	(degree adverb used before a noun phrase) for all practical purposes but not completely	
oewn-00023315-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00021803-a	veracious	veracious|right	precisely accurate	
oewn-00023420-a	a	dul:Quality	A5_adj_head_default	adj.all head default	inaccurate	inaccurate	erroneous	
oewn-00023528-r	r	dul:Region	R1_adv_manner	manner adverb	palmately	palmately	in a palmate manner	palmate
oewn-00023622-r	r	dul:Region	R1_adv_manner	manner adverb	paradoxically	paradoxically	in a paradoxical manner	paradoxical
oewn-00023695-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00023420-a	away	away|outside	(of a baseball pitch) on the far side of home plate from the batter	
oewn-00023771-r	r	dul:Region	R1_adv_manner	manner adverb	parasitically	parasitically	in a parasitic manner	parasitic
oewn-00023852-r	r	dul:Region	R1_adv_manner	manner adverb	conformably	conformably	in a conformable manner	conformable
oewn-00023894-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00023420-a	faulty	faulty|incorrect|wrong	characterized by errors; not agreeing with a model or not following established rules	
oewn-00023933-r	r	dul:Region	R1_adv_manner	manner adverb	conventionally	conventionally	in a conventional manner	conventional
oewn-00024080-r	r	dul:Region	R1_adv_manner	manner adverb	unconventionally	unconventionally	in an unconventional manner	unconventional
oewn-00024180-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00023420-a	unfaithful	unfaithful	not trustworthy	
oewn-00024234-r	r	dul:Region	R1_adv_manner	manner adverb	pathogenically	pathogenically	in a pathogenic manner	infective
oewn-00024282-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00023420-a	wide	wide|wide of the mark	not on target	
oewn-00024317-r	r	dul:Region	R1_adv_manner	manner adverb	pictorially	pictorially	in a pictorial manner	pictorial
oewn-00024432-r	r	dul:Region	R7_adv_default	adverb default (quality region)	not	not|non	negation of a word or group of words	
oewn-00024458-a	a	dul:Quality	A5_adj_head_default	adj.all head default	accustomed to	accustomed to|used to	in the habit of or adapted to	
oewn-00024616-r	r	dul:Region	R5_adv_degree	degree/intensity marker in gloss	nothing	nothing	in no respect; to no degree	
oewn-00024701-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00024458-a	used to	used to|wont to	in the habit of doing something	
oewn-00024715-r	r	dul:Region	R7_adv_default	adverb default (quality region)	no	no	used to express refusal or denial or disagreement etc. or especially to emphasize a negative statement	
oewn-00024868-r	r	dul:Region	R5_adv_degree	degree/intensity marker in gloss	any	any	to any degree or extent	
oewn-00024914-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unaccustomed to	unaccustomed to	not habituated to; unfamiliar with	
oewn-00024946-r	r	dul:Region	R5_adv_degree	degree/intensity marker in gloss	no	no	not in any degree or manner; not at all	
oewn-00025041-r	r	dul:Region	R7_adv_default	adverb default (quality region)	none	none	not at all or in no way	
oewn-00025079-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00024914-a	new	new	(often followed by ‘to’) unfamiliar	
oewn-00025245-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00024914-a	unused to	unused to	infrequently exposed to	
oewn-00025252-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	either	either	after a negative statement used as an intensive meaning something like ‘likewise’ or ‘also’	
oewn-00025351-a	a	dul:Quality	A5_adj_head_default	adj.all head default	acidic	acidic	being or containing an acid; of a solution having an excess of hydrogen atoms (having a pH of less than 7)	
oewn-00025503-r	r	dul:Region	R5_adv_degree	degree/intensity marker in gloss	bloody	bloody|damn|all-fired|all-firedly	extremely	all-fired,all-fired
oewn-00025583-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00025351-a	acid	acid	having the characteristics of an acid	
oewn-00025699-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	anywhere	anywhere|anyplace	at or in or to any place	
oewn-00025746-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00025351-a	acid-forming	acid-forming	yielding an acid in aqueous solution	
oewn-00025841-a	a	dul:Quality	A5_adj_head_default	adj.all head default	alkaline	alkaline|alkalic	relating to or containing an alkali; having a pH greater than 7	
oewn-00025873-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	nowhere	nowhere	not anywhere; in or at or to no place	
oewn-00025968-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	somewhere	somewhere|someplace	in or at or to some place	
oewn-00026137-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	everywhere	everywhere|everyplace|all over	to or in any or all places; pronoun, location; quantifier: universal	
oewn-00026164-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00025841-a	alkalescent	alkalescent|alcalescent	tending to become alkaline; slightly alkaline	
oewn-00026281-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00025841-a	basic	basic	of or denoting or of the nature of or containing a base	
oewn-00026407-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00025841-a	base-forming	base-forming	yielding a base in aqueous solution	
oewn-00026470-r	r	dul:SpaceRegion	R3_adv_spatial	spatial marker in gloss	high and low	high and low	everywhere	
oewn-00026501-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00025841-a	saltlike	saltlike	resembling a compound formed by replacing hydrogen in an acid by a metal	
oewn-00026546-r	r	dul:Region	R7_adv_default	adverb default (quality region)	somehow	somehow|someway|someways	in some unspecified way or manner; or by some unspecified means	
oewn-00026628-a	a	dul:Quality	A5_adj_head_default	adj.all head default	amphoteric	amphoteric|amphiprotic	having characteristics of both an acid and a base and capable of reacting as either	
oewn-00026794-r	r	dul:Region	R7_adv_default	adverb default (quality region)	somehow	somehow	for some unspecified reason	
oewn-00026819-a	a	dul:Quality	A5_adj_head_default	adj.all head default	acid-loving	acid-loving	thriving in a relatively acidic environment (especially of plants requiring a pH well below 7)	
oewn-00026948-r	r	dul:Region	R7_adv_default	adverb default (quality region)	anyhow	anyhow|anyway|anyways|in any case|at any rate|in any event	used to indicate that a statement explains or supports a previous statement	
oewn-00027008-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00026819-a	acidophilic	acidophilic|acidophilous|aciduric	especially of some bacteria; growing well in an acid medium	
oewn-00027187-a	a	dul:Quality	A5_adj_head_default	adj.all head default	alkaline-loving	alkaline-loving	thriving in a relatively alkaline environment; (especially of plants requiring a pH above 7)	
oewn-00027360-a	a	dul:Quality	A5_adj_head_default	adj.all head default	acknowledged	acknowledged	recognized or made known or admitted	
oewn-00027470-r	r	dul:Region	R4_adv_frequency	frequency marker in gloss	as it is	as it is	in the actual state of affairs and often contrary to expectations	
oewn-00027635-r	r	dul:Region	R7_adv_default	adverb default (quality region)	anyhow	anyhow|anyway	in any way whatsoever	
oewn-00027712-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00027360-a	accepted	accepted|recognized|recognised	generally approved or compelling recognition	
oewn-00027761-r	r	dul:Region	R4_adv_frequency	frequency marker in gloss	however	however|nevertheless|withal|still|yet|all the same|even so|nonetheless|notwithstanding|at the same time	despite anything to the contrary (usually preceding a concession)	
oewn-00027946-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00027360-a	self-confessed	self-confessed	owned up to	
oewn-00028121-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00027360-a	assumptive	assumptive	accepted as real or true without proof	
oewn-00028191-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	yet	yet	up to the present time	
oewn-00028294-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00027360-a	declarable	declarable	that must be declared	
oewn-00028314-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	so far	so far|thus far|up to now|hitherto|heretofore|as yet|yet|til now|until now|till now	used in negative statement to describe a situation that has existed up to this point or up to the present time	
oewn-00028393-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00027360-a	given	given|granted	acknowledged as a supposition	
oewn-00028584-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00027360-a	putative	putative	purported; commonly put forth or accepted as true on inconclusive grounds	
oewn-00028594-r	r	dul:TimeInterval	R2_adv_temporal	temporal marker in gloss	so far	so far|yet	used after a superlative	
oewn-00028715-r	r	dul:Region	R7_adv_default	adverb default (quality region)	only	only	except that	
oewn-00028785-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unacknowledged	unacknowledged	not recognized or admitted	
oewn-00028820-r	r	dul:Region	R7_adv_default	adverb default (quality region)	however	however	in whatever way or manner	
oewn-00028974-r	r	dul:Region	R5_adv_degree	degree/intensity marker in gloss	however	however	to whatever degree or extent	
oewn-00028980-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00028785-a	unappreciated	unappreciated|unsung|unvalued	having value that is not acknowledged	
oewn-00029097-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00028785-a	unavowed	unavowed|secret	not openly made known	
oewn-00029193-r	r	dul:Region	R7_adv_default	adverb default (quality region)	however	however	by contrast; on the other hand	
oewn-00029221-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00028785-a	unconfessed	unconfessed	not admitted	
oewn-00029319-r	r	dul:Region	R7_adv_default	adverb default (quality region)	lightly	lightly	with indifference or without dejection	light
oewn-00029329-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00028785-a	unrecognized	unrecognized|unrecognised	not recognized	
oewn-00029433-r	r	dul:Region	R7_adv_default	adverb default (quality region)	besides	besides|in any case	making an additional point; anyway	
oewn-00029456-a	a	dul:Quality	A5_adj_head_default	adj.all head default	acquisitive	acquisitive	eager to acquire and possess things especially material possessions or ideas	
oewn-00029674-r	r	dul:Region	R1_adv_manner	manner adverb	fugally	fugally	in a fugal style	fugal
oewn-00029763-r	r	dul:Region	R7_adv_default	adverb default (quality region)	furthermore	furthermore|moreover|what is more|in addition	denoting additional information	
oewn-00029882-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-00029456-a	accumulative	accumulative	marked by acquiring or amassing	
